Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
184,Huỳnh Thị Minh Nhã,Non-binary,bmcettigen53@elpais.com,bmcettigen53@solutiondtk.com,+84 917-388-0976,68737-227,76454-100,8,Software Engineer,9,Sales,Da Nang,National University of Science and Technology Bulawayo,1999-03-16,2021-01-08,2021-03-08,Probation,2021-10-31,2022-07-07,24613290.26,HSBC,49349-261,23556934.13,7837275,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://eventbrite.com/purus/phasellus.xml?rutrum=posuere&nulla=cubilia&nunc=curae&purus=nulla&phasellus=dapibus&in=dolor&felis=vel&donec=est&semper=donec&sapien=odio&a=justo&libero=sollicitudin&nam=ut&dui=suscipit&proin=a&leo=feugiat&odio=et&porttitor=eros&id=vestibulum&consequat=ac&in=est&consequat=lacinia&ut=nisi&nulla=venenatis&sed=tristique&accumsan=fusce&felis=congue&ut=diam&at=id&dolor=ornare&quis=imperdiet&odio=sapien&consequat=urna&varius=pretium&integer=nisl&ac=ut&leo=volutpat&pellentesque=sapien&ultrices=arcu&mattis=sed&odio=augue&donec=aliquam&vitae=erat&nisi=volutpat&nam=in&ultrices=congue&libero=etiam&non=justo&mattis=etiam&pulvinar=pretium&nulla=iaculis&pede=justo&ullamcorper=in&augue=hac&a=habitasse&suscipit=platea&nulla=dictumst&elit=etiam&ac=faucibus&nulla=cursus&sed=urna&vel=ut&enim=tellus&sit=nulla&amet=ut&nunc=erat&viverra=id&dapibus=mauris&nulla=vulputate&suscipit=elementum,Full time,80,Online,2022-06-18,2021-12-20
187,Nguyễn Thị Hương Thơ,Male,gkaesmans56@cisco.com,gkaesmans56@solutiondtk.com,+84 708-327-2203,42507-467,46122-170,9,Sales,2,Marketing,Ho Chi Minh,"Universidad Catolica ""Redemptoris Mater""",1998-12-21,2022-01-12,2022-03-12,1 Year,2020-11-01,2022-09-09,20861501,HSBC,42681-9033,16201222.37,8035233.59,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://angelfire.com/suspendisse/potenti/in.js?dignissim=felis&vestibulum=eu&vestibulum=sapien&ante=cursus&ipsum=vestibulum&primis=proin&in=eu&faucibus=mi&orci=nulla&luctus=ac&et=enim&ultrices=in&posuere=tempor&cubilia=turpis&curae=nec&nulla=euismod&dapibus=scelerisque&dolor=quam&vel=turpis&est=adipiscing&donec=lorem&odio=vitae&justo=mattis&sollicitudin=nibh&ut=ligula&suscipit=nec&a=sem&feugiat=duis&et=aliquam&eros=convallis&vestibulum=nunc&ac=proin&est=at&lacinia=turpis&nisi=a&venenatis=pede&tristique=posuere&fusce=nonummy&congue=integer&diam=non&id=velit&ornare=donec&imperdiet=diam&sapien=neque&urna=vestibulum&pretium=eget&nisl=vulputate&ut=ut&volutpat=ultrices&sapien=vel&arcu=augue&sed=vestibulum&augue=ante&aliquam=ipsum&erat=primis&volutpat=in&in=faucibus&congue=orci&etiam=luctus&justo=et&etiam=ultrices&pretium=posuere&iaculis=cubilia&justo=curae&in=donec&hac=pharetra&habitasse=magna&platea=vestibulum&dictumst=aliquet&etiam=ultrices&faucibus=erat&cursus=tortor&urna=sollicitudin&ut=mi&tellus=sit&nulla=amet&ut=lobortis&erat=sapien&id=sapien&mauris=non&vulputate=mi&elementum=integer&nullam=ac&varius=neque&nulla=duis&facilisi=bibendum&cras=morbi,Full time,80,Online,2021-11-19,2022-01-15
188,Đinh Thị Diễm Hương,Male,wcristobal57@nasa.gov,wcristobal57@solutiondtk.com,+84 526-925-5486,0185-0674,55111-157,10,Designer,6,Technology,Da Nang,Universidad Católica de Valencia,1998-08-24,2020-12-08,2021-02-08,1 Year,2022-03-24,2023-02-12,21809823.89,HSBC,49288-0804,27328081.31,12040567.77,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://canalblog.com/at.html?curabitur=ipsum&convallis=dolor&duis=sit&consequat=amet&dui=consectetuer&nec=adipiscing&nisi=elit&volutpat=proin&eleifend=interdum&donec=mauris&ut=non&dolor=ligula&morbi=pellentesque&vel=ultrices&lectus=phasellus&in=id&quam=sapien&fringilla=in&rhoncus=sapien&mauris=iaculis&enim=congue&leo=vivamus&rhoncus=metus&sed=arcu&vestibulum=adipiscing&sit=molestie&amet=hendrerit&cursus=at&id=vulputate&turpis=vitae&integer=nisl&aliquet=aenean&massa=lectus&id=pellentesque&lobortis=eget,Part time,100,Hybrid,2022-02-17,2022-07-21
192,Phạm Đức Thuấn,Male,gguiton5b@ycombinator.com,gguiton5b@solutiondtk.com,+84 585-464-8959,30142-490,63739-539,8,Software Engineer,9,Sales,Da Nang,Ecole Normale Supérieure de Fontenay-Saint Cloud,1998-12-30,2021-08-12,2021-10-12,1 Year,2020-07-11,2022-04-23,15324288.52,HSBC,65919-001,12607704.76,7593156.88,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://skype.com/non/mauris/morbi/non/lectus/aliquam.html?orci=eros&luctus=viverra&et=eget&ultrices=congue&posuere=eget&cubilia=semper&curae=rutrum&duis=nulla&faucibus=nunc&accumsan=purus&odio=phasellus&curabitur=in&convallis=felis&duis=donec&consequat=semper&dui=sapien&nec=a&nisi=libero&volutpat=nam,Part time,100,Offline,2022-02-07,2022-07-28
194,Lưu Minh Sang,Male,pdell5d@technorati.com,pdell5d@solutiondtk.com,+84 808-378-7750,49035-560,63029-075,8,Software Engineer,12,Management,Da Nang,Université de Liège,1996-02-21,2022-05-24,2022-07-24,Probation,2021-04-05,2023-02-13,14782684.93,HSBC,66472-023,10185265.78,9168185.87,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://cisco.com/risus/semper/porta/volutpat.json?lobortis=morbi&est=odio&phasellus=odio&sit=elementum&amet=eu&erat=interdum&nulla=eu&tempus=tincidunt&vivamus=in&in=leo&felis=maecenas&eu=pulvinar&sapien=lobortis&cursus=est&vestibulum=phasellus&proin=sit&eu=amet&mi=erat&nulla=nulla&ac=tempus&enim=vivamus&in=in&tempor=felis&turpis=eu&nec=sapien&euismod=cursus&scelerisque=vestibulum,Full time,100,Hybrid,2021-10-30,2022-01-03
195,Phạm Thùy Trang,Female,adoerren5e@time.com,adoerren5e@solutiondtk.com,+84 457-992-3132,54838-144,68703-106,3,Accountant,12,Management,Da Nang,Galway Mayo Institute of Technology,1997-03-10,2022-06-24,2022-08-24,Infinity,2022-03-27,9999-01-01,20139594.77,HSBC,98132-123,20408713.99,10644714.53,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://infoseek.co.jp/id/nulla.js?eu=faucibus&mi=orci&nulla=luctus&ac=et&enim=ultrices&in=posuere&tempor=cubilia&turpis=curae&nec=donec&euismod=pharetra&scelerisque=magna&quam=vestibulum&turpis=aliquet&adipiscing=ultrices&lorem=erat&vitae=tortor&mattis=sollicitudin&nibh=mi&ligula=sit&nec=amet&sem=lobortis&duis=sapien&aliquam=sapien&convallis=non&nunc=mi&proin=integer&at=ac&turpis=neque&a=duis&pede=bibendum&posuere=morbi&nonummy=non&integer=quam&non=nec&velit=dui&donec=luctus&diam=rutrum&neque=nulla&vestibulum=tellus&eget=in&vulputate=sagittis&ut=dui&ultrices=vel&vel=nisl&augue=duis&vestibulum=ac&ante=nibh&ipsum=fusce&primis=lacus&in=purus&faucibus=aliquet&orci=at&luctus=feugiat&et=non&ultrices=pretium&posuere=quis&cubilia=lectus&curae=suspendisse&donec=potenti&pharetra=in&magna=eleifend&vestibulum=quam&aliquet=a&ultrices=odio&erat=in&tortor=hac&sollicitudin=habitasse&mi=platea&sit=dictumst&amet=maecenas&lobortis=ut&sapien=massa&sapien=quis,Full time,80,Hybrid,2022-01-14,2021-11-19
196,Phan Tiến Lào,Male,aspilstead5f@joomla.org,aspilstead5f@solutiondtk.com,+84 466-125-1724,37808-536,49349-063,1,Admin,12,Management,Da Nang,Renmin University of China,1997-07-22,2021-08-24,2021-10-24,Probation,2020-07-15,2021-10-23,14214223.04,HSBC,51824-034,14134456.31,7332611.96,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://reference.com/ipsum/primis/in/faucibus/orci.xml?potenti=vestibulum&nullam=ante&porttitor=ipsum&lacus=primis&at=in&turpis=faucibus&donec=orci&posuere=luctus&metus=et&vitae=ultrices&ipsum=posuere&aliquam=cubilia&non=curae&mauris=duis&morbi=faucibus&non=accumsan&lectus=odio&aliquam=curabitur&sit=convallis&amet=duis&diam=consequat&in=dui&magna=nec&bibendum=nisi&imperdiet=volutpat&nullam=eleifend&orci=donec&pede=ut&venenatis=dolor&non=morbi&sodales=vel&sed=lectus&tincidunt=in&eu=quam&felis=fringilla&fusce=rhoncus&posuere=mauris&felis=enim&sed=leo&lacus=rhoncus&morbi=sed&sem=vestibulum&mauris=sit&laoreet=amet&ut=cursus&rhoncus=id&aliquet=turpis&pulvinar=integer&sed=aliquet&nisl=massa&nunc=id&rhoncus=lobortis&dui=convallis&vel=tortor&sem=risus&sed=dapibus&sagittis=augue&nam=vel&congue=accumsan&risus=tellus&semper=nisi&porta=eu&volutpat=orci,Full time,100,Offline,2022-06-24,2022-04-14
198,Nguyễn Viết Phong,Male,glandell5h@wunderground.com,glandell5h@solutiondtk.com,+84 918-486-3028,70253-004,59260-135,7,Content Marketing,10,Management,Hanoi,Texas A&M University - Galveston,1999-12-28,2021-05-23,2021-07-23,Infinity,2022-02-12,9999-01-01,14606639.73,HSBC,54868-5129,23954946.62,11829056.49,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://qq.com/sagittis.jpg?lectus=tortor&aliquam=quis&sit=turpis&amet=sed&diam=ante&in=vivamus&magna=tortor&bibendum=duis&imperdiet=mattis&nullam=egestas&orci=metus&pede=aenean&venenatis=fermentum&non=donec&sodales=ut&sed=mauris&tincidunt=eget&eu=massa&felis=tempor&fusce=convallis&posuere=nulla&felis=neque&sed=libero&lacus=convallis&morbi=eget&sem=eleifend&mauris=luctus&laoreet=ultricies&ut=eu&rhoncus=nibh&aliquet=quisque&pulvinar=id&sed=justo&nisl=sit&nunc=amet&rhoncus=sapien&dui=dignissim&vel=vestibulum&sem=vestibulum&sed=ante&sagittis=ipsum&nam=primis&congue=in&risus=faucibus&semper=orci&porta=luctus&volutpat=et&quam=ultrices&pede=posuere&lobortis=cubilia&ligula=curae&sit=nulla&amet=dapibus&eleifend=dolor&pede=vel&libero=est&quis=donec&orci=odio&nullam=justo&molestie=sollicitudin&nibh=ut&in=suscipit&lectus=a&pellentesque=feugiat&at=et&nulla=eros&suspendisse=vestibulum&potenti=ac&cras=est&in=lacinia&purus=nisi&eu=venenatis&magna=tristique&vulputate=fusce&luctus=congue&cum=diam&sociis=id&natoque=ornare&penatibus=imperdiet&et=sapien&magnis=urna&dis=pretium&parturient=nisl&montes=ut&nascetur=volutpat&ridiculus=sapien&mus=arcu,Full time,100,Offline,2021-10-20,2022-10-05
202,Nguyễn Khắc Huy,Female,mwhiten5l@nbcnews.com,mwhiten5l@solutiondtk.com,+84 762-719-1104,45167-451,36800-912,2,Project Manager,3,Marketing,Da Nang,La Salle Universities - International Programmes,1996-08-09,2022-03-01,2022-05-01,1 Year,2020-03-07,2022-10-15,14389707.66,HSBC,57344-092,17610002.58,9711487.07,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://cnet.com/semper/sapien/a/libero/nam/dui/proin.jsp?est=phasellus&quam=sit&pharetra=amet&magna=erat&ac=nulla&consequat=tempus&metus=vivamus&sapien=in&ut=felis&nunc=eu&vestibulum=sapien&ante=cursus&ipsum=vestibulum&primis=proin&in=eu&faucibus=mi&orci=nulla&luctus=ac&et=enim&ultrices=in&posuere=tempor&cubilia=turpis&curae=nec&mauris=euismod&viverra=scelerisque&diam=quam,Part time,80,Offline,2022-08-06,2022-04-24
204,Nguyễn Lê Duy,Male,fcaines5n@ycombinator.com,fcaines5n@solutiondtk.com,+84 873-189-9676,0008-0843,68001-161,8,Software Engineer,6,Technology,Da Nang,Damanhour University,1996-09-30,2021-04-26,2021-06-26,Probation,2020-04-04,2021-10-22,19888990.12,HSBC,10678-010,27856685.33,19448446.72,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://mayoclinic.com/quis/justo/maecenas/rhoncus/aliquam/lacus/morbi.jpg?morbi=commodo&ut=placerat&odio=praesent&cras=blandit&mi=nam&pede=nulla&malesuada=integer&in=pede&imperdiet=justo&et=lacinia&commodo=eget&vulputate=tincidunt&justo=eget&in=tempus&blandit=vel&ultrices=pede&enim=morbi&lorem=porttitor&ipsum=lorem&dolor=id&sit=ligula&amet=suspendisse,Full time,80,Online,2021-08-11,2022-02-13
206,Phan Tin Tưởng,Male,amotton5p@miitbeian.gov.cn,amotton5p@solutiondtk.com,+84 216-178-8526,49884-764,60429-109,5,Data Engineer,7,Sales,Hanoi,Siberian State University of Telecommunications and Informatics,1996-01-12,2022-05-16,2022-07-16,1 Year,2020-03-30,2022-12-26,15780302.82,HSBC,41250-519,23302260.54,13034377.91,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://craigslist.org/adipiscing/lorem/vitae/mattis/nibh/ligula/nec.js?montes=donec&nascetur=quis&ridiculus=orci&mus=eget&etiam=orci&vel=vehicula&augue=condimentum&vestibulum=curabitur&rutrum=in&rutrum=libero&neque=ut&aenean=massa&auctor=volutpat&gravida=convallis&sem=morbi&praesent=odio&id=odio&massa=elementum&id=eu&nisl=interdum&venenatis=eu&lacinia=tincidunt&aenean=in&sit=leo&amet=maecenas&justo=pulvinar&morbi=lobortis&ut=est&odio=phasellus&cras=sit&mi=amet&pede=erat&malesuada=nulla&in=tempus&imperdiet=vivamus&et=in&commodo=felis&vulputate=eu&justo=sapien&in=cursus&blandit=vestibulum&ultrices=proin&enim=eu&lorem=mi&ipsum=nulla&dolor=ac&sit=enim&amet=in&consectetuer=tempor&adipiscing=turpis&elit=nec&proin=euismod&interdum=scelerisque,Part time,80,Hybrid,2022-09-07,2021-08-12
209,Nham Hồng Phúc,Agender,eheale5s@foxnews.com,eheale5s@solutiondtk.com,+84 500-736-3712,63868-257,0548-3339,10,Designer,6,Technology,Da Nang,Abia State Polytechnic,1999-08-08,2021-12-18,2022-02-18,Probation,2021-04-21,2022-01-07,10373080.78,HSBC,21695-484,15067482.16,9671451.44,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://wufoo.com/tempor/turpis/nec/euismod/scelerisque.html?primis=vestibulum&in=ac&faucibus=est&orci=lacinia&luctus=nisi&et=venenatis&ultrices=tristique&posuere=fusce&cubilia=congue&curae=diam&donec=id&pharetra=ornare&magna=imperdiet&vestibulum=sapien&aliquet=urna&ultrices=pretium&erat=nisl&tortor=ut&sollicitudin=volutpat&mi=sapien&sit=arcu&amet=sed&lobortis=augue&sapien=aliquam&sapien=erat&non=volutpat&mi=in&integer=congue&ac=etiam&neque=justo&duis=etiam&bibendum=pretium&morbi=iaculis&non=justo&quam=in&nec=hac&dui=habitasse&luctus=platea&rutrum=dictumst&nulla=etiam&tellus=faucibus&in=cursus&sagittis=urna&dui=ut&vel=tellus&nisl=nulla&duis=ut&ac=erat&nibh=id&fusce=mauris&lacus=vulputate&purus=elementum&aliquet=nullam&at=varius&feugiat=nulla&non=facilisi&pretium=cras&quis=non&lectus=velit&suspendisse=nec&potenti=nisi&in=vulputate&eleifend=nonummy&quam=maecenas&a=tincidunt&odio=lacus&in=at&hac=velit&habitasse=vivamus&platea=vel&dictumst=nulla&maecenas=eget&ut=eros&massa=elementum,Full time,80,Offline,2021-10-11,2022-07-02
211,Nguyễn Thị Mai Hồng,Female,ejobern5u@nymag.com,ejobern5u@solutiondtk.com,+84 692-957-9253,55316-461,66949-996,4,HR,7,Sales,Hanoi,Kyoto University,1996-12-03,2021-08-07,2021-10-07,Probation,2021-01-01,2022-12-26,18890220.91,HSBC,36987-2847,24678816.87,18556146.98,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://linkedin.com/est/donec/odio/justo.js?magnis=integer&dis=non&parturient=velit&montes=donec&nascetur=diam&ridiculus=neque&mus=vestibulum&vivamus=eget&vestibulum=vulputate&sagittis=ut&sapien=ultrices&cum=vel&sociis=augue&natoque=vestibulum&penatibus=ante&et=ipsum&magnis=primis&dis=in&parturient=faucibus&montes=orci&nascetur=luctus&ridiculus=et&mus=ultrices&etiam=posuere&vel=cubilia&augue=curae&vestibulum=donec&rutrum=pharetra&rutrum=magna&neque=vestibulum&aenean=aliquet&auctor=ultrices&gravida=erat&sem=tortor&praesent=sollicitudin&id=mi&massa=sit&id=amet&nisl=lobortis&venenatis=sapien&lacinia=sapien&aenean=non,Full time,100,Hybrid,2021-02-12,2021-05-11
212,Lê Minh Tuấn,Non-binary,rgoldfinch5v@1und1.de,rgoldfinch5v@solutiondtk.com,+84 351-718-3806,0904-6204,65224-539,9,Sales,4,Technology,Hanoi,Bangladesh University of Engineering and Technology,1999-03-28,2021-01-21,2021-03-21,1 Year,2021-06-05,2022-05-12,20391291.29,HSBC,47682-802,21980634.25,17042614.78,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://go.com/malesuada/in/imperdiet/et/commodo/vulputate/justo.json?nisi=ultrices&venenatis=phasellus&tristique=id&fusce=sapien&congue=in&diam=sapien&id=iaculis&ornare=congue&imperdiet=vivamus&sapien=metus&urna=arcu&pretium=adipiscing&nisl=molestie&ut=hendrerit&volutpat=at&sapien=vulputate&arcu=vitae&sed=nisl&augue=aenean&aliquam=lectus&erat=pellentesque&volutpat=eget&in=nunc,Part time,100,Online,2022-12-02,2021-11-29
213,Trần Nhã Linh,Male,hbrunn5w@china.com.cn,hbrunn5w@solutiondtk.com,+84 560-436-6079,50383-040,53210-1003,9,Sales,5,Technology,Ho Chi Minh,Brickfields Asia College,1997-12-01,2022-01-09,2022-03-09,1 Year,2022-01-30,2023-03-02,21475341.73,HSBC,55714-4440,14172889.99,14033969.35,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://timesonline.co.uk/sit/amet.json?quam=nullam&a=porttitor&odio=lacus&in=at&hac=turpis&habitasse=donec&platea=posuere&dictumst=metus&maecenas=vitae&ut=ipsum&massa=aliquam&quis=non&augue=mauris&luctus=morbi&tincidunt=non&nulla=lectus&mollis=aliquam&molestie=sit&lorem=amet&quisque=diam&ut=in&erat=magna&curabitur=bibendum&gravida=imperdiet&nisi=nullam&at=orci&nibh=pede&in=venenatis&hac=non&habitasse=sodales&platea=sed&dictumst=tincidunt&aliquam=eu&augue=felis&quam=fusce&sollicitudin=posuere&vitae=felis&consectetuer=sed&eget=lacus&rutrum=morbi&at=sem&lorem=mauris&integer=laoreet&tincidunt=ut&ante=rhoncus&vel=aliquet&ipsum=pulvinar&praesent=sed&blandit=nisl&lacinia=nunc&erat=rhoncus&vestibulum=dui&sed=vel&magna=sem&at=sed&nunc=sagittis&commodo=nam&placerat=congue&praesent=risus&blandit=semper&nam=porta&nulla=volutpat&integer=quam&pede=pede&justo=lobortis&lacinia=ligula&eget=sit&tincidunt=amet&eget=eleifend&tempus=pede&vel=libero&pede=quis&morbi=orci&porttitor=nullam&lorem=molestie&id=nibh&ligula=in&suspendisse=lectus,Full time,100,Hybrid,2022-07-30,2022-05-10
214,Nguyễn Anh Khoa,Genderqueer,jblair5x@alexa.com,jblair5x@solutiondtk.com,+84 426-570-9636,49967-479,36987-2052,10,Designer,1,Marketing,Hanoi,Universidad Tecnológica de Panamá,2000-07-02,2021-11-23,2022-01-23,Probation,2022-04-20,2022-12-06,22019382.61,HSBC,60760-379,25529705.22,12893920.85,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://bigcartel.com/nulla/sed/vel/enim/sit/amet/nunc.html?duis=mattis&aliquam=nibh&convallis=ligula&nunc=nec&proin=sem&at=duis&turpis=aliquam&a=convallis&pede=nunc&posuere=proin&nonummy=at&integer=turpis&non=a,Part time,80,Offline,2022-03-04,2021-08-11
215,Huỳnh Phước Thái,Female,emalin5y@fastcompany.com,emalin5y@solutiondtk.com,+84 637-163-4608,61047-825,42887-001,7,Content Marketing,2,Marketing,Ho Chi Minh,Chinju National University of Education,1998-06-13,2022-07-12,2022-09-12,Probation,2022-01-02,2021-12-02,24504706.29,HSBC,0093-5289,22781576.67,13271706.01,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://xing.com/in/congue/etiam/justo.jsp?euismod=magna&scelerisque=bibendum&quam=imperdiet&turpis=nullam&adipiscing=orci&lorem=pede&vitae=venenatis&mattis=non&nibh=sodales&ligula=sed&nec=tincidunt&sem=eu&duis=felis&aliquam=fusce&convallis=posuere&nunc=felis&proin=sed&at=lacus&turpis=morbi&a=sem&pede=mauris&posuere=laoreet&nonummy=ut&integer=rhoncus&non=aliquet&velit=pulvinar&donec=sed&diam=nisl&neque=nunc&vestibulum=rhoncus&eget=dui&vulputate=vel&ut=sem&ultrices=sed&vel=sagittis&augue=nam&vestibulum=congue&ante=risus&ipsum=semper&primis=porta&in=volutpat&faucibus=quam&orci=pede&luctus=lobortis&et=ligula&ultrices=sit&posuere=amet&cubilia=eleifend&curae=pede&donec=libero&pharetra=quis&magna=orci&vestibulum=nullam&aliquet=molestie&ultrices=nibh&erat=in&tortor=lectus&sollicitudin=pellentesque&mi=at&sit=nulla&amet=suspendisse&lobortis=potenti&sapien=cras&sapien=in&non=purus&mi=eu&integer=magna&ac=vulputate&neque=luctus&duis=cum&bibendum=sociis&morbi=natoque&non=penatibus&quam=et&nec=magnis&dui=dis&luctus=parturient&rutrum=montes&nulla=nascetur&tellus=ridiculus&in=mus&sagittis=vivamus&dui=vestibulum&vel=sagittis&nisl=sapien&duis=cum&ac=sociis&nibh=natoque&fusce=penatibus&lacus=et&purus=magnis&aliquet=dis&at=parturient&feugiat=montes&non=nascetur&pretium=ridiculus&quis=mus,Full time,80,Offline,2022-02-22,2022-09-07
217,Huỳnh Trường Giang,Female,cdellenbach60@mtv.com,cdellenbach60@solutiondtk.com,+84 947-967-1806,37000-372,50242-040,1,Admin,4,Technology,Hanoi,Chang Jung University,2000-05-18,2022-02-27,2022-04-27,Infinity,2020-10-09,9999-01-01,13031350.8,HSBC,58668-2541,25623229.7,8295379.16,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://unblog.fr/felis/fusce/posuere/felis/sed/lacus/morbi.xml?libero=rutrum&quis=nulla&orci=nunc&nullam=purus&molestie=phasellus&nibh=in&in=felis&lectus=donec&pellentesque=semper&at=sapien&nulla=a&suspendisse=libero&potenti=nam&cras=dui&in=proin&purus=leo&eu=odio&magna=porttitor&vulputate=id&luctus=consequat&cum=in&sociis=consequat&natoque=ut&penatibus=nulla&et=sed&magnis=accumsan&dis=felis&parturient=ut&montes=at&nascetur=dolor&ridiculus=quis&mus=odio&vivamus=consequat&vestibulum=varius&sagittis=integer&sapien=ac&cum=leo&sociis=pellentesque&natoque=ultrices&penatibus=mattis&et=odio,Full time,100,Hybrid,2022-07-05,2022-06-08
220,Lê Minh Cường,Male,zhurton63@usnews.com,zhurton63@solutiondtk.com,+84 974-375-9411,10812-350,60429-312,2,Project Manager,5,Technology,Ho Chi Minh,Mayo Graduate School,1997-03-09,2020-12-17,2021-02-17,Probation,2022-02-16,2021-11-26,12901704.94,HSBC,54868-5126,10296199.17,9961517.47,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://redcross.org/id/turpis/integer/aliquet.jpg?in=proin&hac=eu&habitasse=mi&platea=nulla&dictumst=ac&maecenas=enim&ut=in&massa=tempor&quis=turpis&augue=nec&luctus=euismod&tincidunt=scelerisque&nulla=quam&mollis=turpis&molestie=adipiscing&lorem=lorem&quisque=vitae&ut=mattis,Part time,100,Hybrid,2022-05-26,2022-02-27
221,Hồ Tuấn Trung,Female,rsaunder64@geocities.jp,rsaunder64@solutiondtk.com,+84 864-519-9954,67457-357,55910-622,6,Digital Marketing,7,Sales,Hanoi,Wilkes University,1999-05-23,2022-05-03,2022-07-03,Infinity,2021-12-28,9999-01-01,24956309.45,HSBC,0591-3203,21578232.22,19273161.54,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://com.com/velit/nec/nisi/vulputate/nonummy.html?platea=posuere&dictumst=nonummy&morbi=integer&vestibulum=non&velit=velit&id=donec&pretium=diam&iaculis=neque&diam=vestibulum&erat=eget&fermentum=vulputate&justo=ut&nec=ultrices&condimentum=vel&neque=augue&sapien=vestibulum&placerat=ante&ante=ipsum&nulla=primis&justo=in&aliquam=faucibus&quis=orci&turpis=luctus&eget=et&elit=ultrices&sodales=posuere&scelerisque=cubilia&mauris=curae&sit=donec&amet=pharetra&eros=magna&suspendisse=vestibulum&accumsan=aliquet&tortor=ultrices&quis=erat&turpis=tortor&sed=sollicitudin&ante=mi&vivamus=sit&tortor=amet&duis=lobortis&mattis=sapien&egestas=sapien&metus=non&aenean=mi&fermentum=integer&donec=ac&ut=neque&mauris=duis&eget=bibendum&massa=morbi&tempor=non&convallis=quam&nulla=nec&neque=dui&libero=luctus&convallis=rutrum&eget=nulla&eleifend=tellus&luctus=in&ultricies=sagittis&eu=dui&nibh=vel&quisque=nisl&id=duis&justo=ac&sit=nibh&amet=fusce&sapien=lacus&dignissim=purus&vestibulum=aliquet&vestibulum=at&ante=feugiat&ipsum=non&primis=pretium&in=quis&faucibus=lectus&orci=suspendisse&luctus=potenti&et=in&ultrices=eleifend&posuere=quam&cubilia=a&curae=odio&nulla=in&dapibus=hac&dolor=habitasse&vel=platea,Full time,80,Offline,2022-05-27,2021-12-12
